jahr;quelle;allgemeines_schlagwort;spezifisches_schlagwort;satz;kwic;url
2003;SPIEGEL;anschlag;al-qaida;Deshalb habe das Terrornetzwerk sich wieder erholt, kritisierte Senator Bob Graham vergangene Woche nach dem Anschlag von Riad.</p><p> »Wer glaubte, al-Qaida sei tödlich getroffen, machte sich schlicht Illusionen«, stellt denn auch Daniel Neep fest, Leiter des Nahost-Programms am Londoner Royal United Services Institute.</p><p> Auch Jonathan Stevenson, Terrorismusexperte beim renommierten Internatio-</p><p> nalen Institut für Strategische Studien in London, attestiert Bush und Black »Wunschdenken«.;Woche nach dem Anschlag von Riad p;https://www.spiegel.de/politik/die-rueckkehr-der-dschihadis-a-ab2ba618-0002-0001-0000-000027163322
2003;SPIEGEL;angriff;al-qaida;»Sie werden lange Zeit brauchen, um die neue Form von al-Qaida zu verstehen.« Der angebliche Bin-Laden-Adept drohte auch damit, dass ein Angriff gegen Amerika bevorstehe: »Die Märtyrer-Aktionen im heiligen Krieg werden weitergehen.«</p><p> Auch der Buchautor und al-Qaida-Experte Rohan Gunaratna warnt.;damit dass ein Angriff gegen Amerika bevorstehe;https://www.spiegel.de/politik/die-rueckkehr-der-dschihadis-a-ab2ba618-0002-0001-0000-000027163322
2003;SPIEGEL;anschlag;world trade center;Die Verdächtigen, gestand der für die Terrorismusbekämpfung zuständige BKA-Direktor Manfred Klink erst Anfang Mai bei einer Fachtagung in Köln, ließen sich »an einer Hand abzählen«, und an der zähle man dann Islamisten, »die schon aus anderen Zusammenhängen bekannt sind«.</p><p> Gute Bekannte eben, so wie der jetzt wegen Beihilfe zum Anschlag auf das World Trade Center angeklagte Abdelghani Mzoudi.;wegen Beihilfe zum Anschlag auf das World;https://www.spiegel.de/politik/mit-der-schrotflinte-a-8ee4ed5b-0002-0001-0000-000027232451
2003;SPIEGEL;attentat;world trade center;Es waren diese Hausagenten, die den Reigen der Lügen mit dem Märchen anreicherten, der Qaida-Attentäter Mohammed Atta habe sich vor seinem Kamikaze-Attentat auf das World Trade Center in Prag konspirativ mit einem irakischen Geheimdienstler getroffen.;vor seinem Kamikaze Attentat auf das World;https://www.spiegel.de/politik/reigen-der-luegen-a-463aa286-0002-0001-0000-000027333862
2003;SPIEGEL;anschlag;al-qaida;Doch jetzt traf es die angeblich so beliebten Deutschen - vier Soldaten kamen Anfang Juni bei einem Selbstmordanschlag in Kabul ums Leben.</p><p> Die Terrororganisation al-Qaida stecke hinter dem Anschlag, erklärte Verteidigungsminister Peter Struck vergangene Woche.;stecke hinter dem Anschlag erklärte Verteidigungsminister Peter;https://www.spiegel.de/politik/daemmerung-im-reich-des-koenigs-a-f1799bce-0002-0001-0000-000027390335
2003;SPIEGEL;angriff;world trade center;Bataillons, einen Monat vor dem Angriff aufs World Trade Center.;Monat vor dem Angriff aufs World Trade;https://www.spiegel.de/politik/american-way-of-war-a-b87d5559-0002-0001-0000-000027779329
2003;SPIEGEL;anschlag;al-qaida;September 2001, versuchte es al-Qaida noch einmal: diesmal erfolgreicher.</p><p> Die missachtete frühe Warnung des Deutschen fand sich nach dem Anschlag in den Akten der Amerikaner, sie gilt heute als eines der ersten Versäumnisse in einer langen Kette von Pannen der Behörden.;sich nach dem Anschlag in den Akten;https://www.spiegel.de/politik/ignoranz-und-arroganz-a-8cf53787-0002-0001-0000-000027970528
2003;SPIEGEL;anschlag;world trade center;Angetan hat es ihm etwa eine israelische Schifffahrtlinie, deren Angestellte Wochen vor dem Anschlag aus dem World Trade Center ausgezogen seien.;Wochen vor dem Anschlag aus dem World;https://www.spiegel.de/politik/dunkle-maechte-a-803a69f9-0002-0001-0000-000028102379
2003;SPIEGEL;anschlag;world trade center;Und der Brand in einem Eisenbahntunnel in Baltimore im Jahr 2001 verursachte erhebliche Verzögerungen im Internet-Verkehr der Region.</p><p> Nicht zuletzt der Terroranschlag auf das World Trade Center war ein Anschauungsereignis: Erst sechs Tage nach dem Anschlag konnte die Börse an der Wall Street ihre Arbeit wieder aufnehmen - beim Einsturz des Wolkenkratzers waren auch viele Glasfaserkabel im Untergrund gekappt worden.</p><p> Wer den Datenverkehr noch effektiver stören will, müsste an mehreren, geschickt ausgewählten Punkten angreifen.;Tage nach dem Anschlag konnte die Börse;https://www.spiegel.de/wissenschaft/schatzkarte-fuer-terroristen-a-8f05bbaf-0002-0001-0000-000028102428
2003;SPIEGEL;anschlag;osama bin laden;Er ließ bomben, morden, und seine Leute holten voll besetzte Flugzeuge vom Himmel.</p><p> Inzwischen gibt sich der 60-Jährige geläutert, als gemäßigter Staatsmann, Partner im Kampf gegen Osama Bin Laden - und vor allem will er sich von den Sünden der Vergangenheit freikaufen: In der vergangenen Woche gaben seine Unterhändler nach jahrelangen Verhandlungen 2,4 Milliarden Euro Entschädigung für jene Familien frei, deren 270 Angehörige 1988 bei einem Anschlag auf einen voll besetzten Pan-Am-Jumbo über dem schottischen Lockerbie starben.;1988 bei einem Anschlag auf einen voll;https://www.spiegel.de/politik/reuiger-schurke-a-48649497-0002-0001-0000-000028325060
2003;SPIEGEL;anschlag;bin laden;Er ließ bomben, morden, und seine Leute holten voll besetzte Flugzeuge vom Himmel.</p><p> Inzwischen gibt sich der 60-Jährige geläutert, als gemäßigter Staatsmann, Partner im Kampf gegen Osama Bin Laden - und vor allem will er sich von den Sünden der Vergangenheit freikaufen: In der vergangenen Woche gaben seine Unterhändler nach jahrelangen Verhandlungen 2,4 Milliarden Euro Entschädigung für jene Familien frei, deren 270 Angehörige 1988 bei einem Anschlag auf einen voll besetzten Pan-Am-Jumbo über dem schottischen Lockerbie starben.;1988 bei einem Anschlag auf einen voll;https://www.spiegel.de/politik/reuiger-schurke-a-48649497-0002-0001-0000-000028325060
2003;SPIEGEL;angriff;osama bin laden;Ihr im norwegischen Exil lebender Anführer, Mullah Krekar, erklärte im libanesischen Fernsehen: »Der Angriff auf die jordanische Botschaft war die Antwort gläubiger Muslime auf die anti-islamischen Umtriebe des Königs und seiner Kollaborateure.« Der Extremistenchef, der noch in Oslo Asyl genießt, aber von Ausweisung bedroht ist, weil er sich zu Osama Bin Laden und den Taliban bekennt, prophezeite »noch härtere Anschläge«.</p><p> Gehörte auch die Uno-Vertretung im Canal-Hotel zu den Zielen?;libanesischen Fernsehen Der Angriff auf die jordanische;https://www.spiegel.de/politik/im-dreieck-des-terrors-a-1dd83cfa-0002-0001-0000-000028415168
2003;SPIEGEL;angriff;bin laden;Ihr im norwegischen Exil lebender Anführer, Mullah Krekar, erklärte im libanesischen Fernsehen: »Der Angriff auf die jordanische Botschaft war die Antwort gläubiger Muslime auf die anti-islamischen Umtriebe des Königs und seiner Kollaborateure.« Der Extremistenchef, der noch in Oslo Asyl genießt, aber von Ausweisung bedroht ist, weil er sich zu Osama Bin Laden und den Taliban bekennt, prophezeite »noch härtere Anschläge«.</p><p> Gehörte auch die Uno-Vertretung im Canal-Hotel zu den Zielen?;libanesischen Fernsehen Der Angriff auf die jordanische;https://www.spiegel.de/politik/im-dreieck-des-terrors-a-1dd83cfa-0002-0001-0000-000028415168
2003;SPIEGEL;attentat;al-qaida;Das Attentat auf den Ajatollah haben offenbar Rivalen oder Anhänger von Saddam ausgeheckt.</p><p> Sadr: Ich verurteile dieses Verbrechen aufs Schärfste!</p><p> SPIEGEL: Vieles deutet darauf hin, dass Bin Ladens al-Qaida im Irak Fuß gefasst hat.</p><p> Sadr: Das wäre ein weiterer Beweis für die Unfähigkeit der Amerikaner und die Notwendigkeit, rasch zu handeln und keine Zeit ungenutzt verstreichen zu lassen.;Das Attentat auf den Ajatollah;https://www.spiegel.de/politik/die-besatzung-beenden-a-959c18ea-0002-0001-0000-000028471077
2003;SPIEGEL;angriff;world trade center;Ich sagte zu Edwards: 'Nimm deine schusssichere Weste und eine Taschenlampe, das ist ein terroristischer Angriff.'«</p><p> *</p><p> Ray Murray: Hafenpolizei, Murray.</p><p> Anruferin: Hallo, ich bin im World Trade Center.;ist ein terroristischer Angriff p p p;https://www.spiegel.de/politik/wir-sitzen-in-der-falle-a-722435ed-0002-0001-0000-000028471079
2003;SPIEGEL;anschlag;world trade center;September 2001 die Welt veränderte.</p><p> Doch kaum hatte der Vertreter der Bundesanwaltschaft, hinter fingerdickem Panzerglas, am ersten Prozesstag verlesen, was die Ermittler gegen den 30-jährigen Marokkaner zusammengetragen haben, skizzierte dessen Verteidiger, Michael Rosenthal, das Bild einer anderen Verschwörung - weitaus größer, gefährlicher und monströser als jene, die seinem Mandanten zur Last gelegt wird: »Der Anschlag auf das World Trade Center war, so scheint es, ein Ereignis, dessen politische Vorteile den Vereinigten Staaten von Amerika als Idee schon vorher bekannt waren.«</p><p> Hatten nicht US-Strategen »ein katastrophales und katalysierendes Ereignis« förmlich herbeigesehnt?;gelegt wird Der Anschlag auf das World;https://www.spiegel.de/politik/panoptikum-des-absurden-a-82c321da-0002-0001-0000-000028530325
2003;SPIEGEL;angriff;9/11;Der nahe liegende Schluss: Die amerikanische Regierung habe die Terrorattacken selbst inszeniert oder zumindest sehenden Auges geschehen lassen.</p><p> Der Buchautor Gerhard Wisnewski, ein ARD-Mitarbeiter, präsentiert in seinem Buch »Operation 9/11 - Angriff auf den Globus« vermeintliche Belege für die Theorie, dass das Pentagon von US-Raketen zerstört worden und nahe Shanksville in Pennsylvania nie ein Flugzeug abgestürzt sei.;Operation 9 11 Angriff auf den Globus;https://www.spiegel.de/politik/panoptikum-des-absurden-a-82c321da-0002-0001-0000-000028530325
2003;SPIEGEL;tat;world trade center;So schreibt Bülow, dass nur »ein israelisches Opfer am 11.9.« in den Türmen des World Trade Center zu beklagen war, aber »eine Reihe von Indizien« zu finden seien, »die auf eine wie auch immer geartete Verbindung des israelischen Mossad zu der Tat und den Tätern des 11.9.;Mossad zu der Tat und den Tätern;https://www.spiegel.de/politik/panoptikum-des-absurden-a-82c321da-0002-0001-0000-000028530325
2003;SPIEGEL;attacke;world trade center;Attentäter, die an der Herstellung einer weltweiten Kriegskoalition unter Führung der USA interessiert waren.«</p><p> Dass die Türme des World Trade Center schon einmal Ziel einer islamistischen Attacke waren, ist Wisnewski und Kollegen anscheinend egal.;Ziel einer islamistischen Attacke waren ist Wisnewski;https://www.spiegel.de/politik/panoptikum-des-absurden-a-82c321da-0002-0001-0000-000028530325
2003;SPIEGEL;anschlag;al-qaida;Neben Anhängern des alten Regimes sind vor allem ausländische Terroristen mit al-Qaida-Hintergrund hier aktiv.</p><p> SPIEGEL: Wer genau steckt hinter dem Anschlag, bei dem 3 Menschen ums Leben kamen und mehr als 50 verletzt wurden?</p><p> Schawais: Alles deutet auf eine Verwicklung fremder, nicht irakischer Elemente hin.;steckt hinter dem Anschlag bei dem 3;https://www.spiegel.de/politik/von-al-qaida-gesteuert-a-cdb0e2f4-0002-0001-0000-000028591043
2003;SPIEGEL;anschlag;al-qaida;Wir tippen deshalb auf einen religiösen Hintergrund - also Täter, die von al-Qaida gesteuert sein könnten.</p><p> SPIEGEL: Bislang ist wenig über das Ziel des Anschlags bekannt.</p><p> Schawais: Unseren Informationen zufolge haben in dem getroffenen Haus amerikanische Geheimdienstmitarbeiter gewohnt, die sich mit der Aufklärung von Saddams Massenmorden und mit der Suche nach Chemie- und Biowaffen beschäftigten.</p><p> SPIEGEL: Welche Auswirkung hat der Anschlag auf die mit den Kurden verbündeten US-Truppen im Nordirak?</p><p> Schawais: Die Angreifer hatten vor, das gute Verhältnis zwischen Kurden und Amerikanern zu stören.;Auswirkung hat der Anschlag auf die mit;https://www.spiegel.de/politik/von-al-qaida-gesteuert-a-cdb0e2f4-0002-0001-0000-000028591043
2003;SPIEGEL;anschlag;bin laden;Bin Laden hatte ihn zwei Tage vor dem Anschlag auf das World Trade Center ermorden lassen.</p><p> Ein zwei Meter hohes Ölgemälde Massuds hängt über dem Podium, auf dem die Provinzfürsten Platz genommen haben.;Tage vor dem Anschlag auf das World;https://www.spiegel.de/politik/die-jagd-nach-dem-scheich-a-88cd1e67-0002-0001-0000-000028653239
2003;SPIEGEL;anschlag;world trade center;Bin Laden hatte ihn zwei Tage vor dem Anschlag auf das World Trade Center ermorden lassen.</p><p> Ein zwei Meter hohes Ölgemälde Massuds hängt über dem Podium, auf dem die Provinzfürsten Platz genommen haben.;Tage vor dem Anschlag auf das World;https://www.spiegel.de/politik/die-jagd-nach-dem-scheich-a-88cd1e67-0002-0001-0000-000028653239
2003;SPIEGEL;anschlag;world trade center;Nach dem Anschlag auf das World Trade Center waren die Zeiten vorüber, in denen Jahr für Jahr allein aus Saudi-Arabien 90 000 Patienten medizinische Hilfe in den USA suchten.</p><p> Der Krieg im Irak hat den Patientenstrom über den Atlantik vollends zum Erliegen gebracht.;Nach dem Anschlag auf das World;https://www.spiegel.de/wissenschaft/petrodollar-in-der-klinikkasse-a-d04c31d3-0002-0001-0000-000028653251
2003;SPIEGEL;angriff;world trade center;Auch er wartet.</p><p> Der Angriff aufs World Trade Center liegt jetzt zwei Jahre zurück.;p p Der Angriff aufs World Trade;https://www.spiegel.de/kultur/das-auge-new-yorks-a-8b0b969f-0002-0001-0000-000028653264
2003;SPIEGEL;anschlag;world trade center;September 2001 zwei Passagierflugzeuge in die Türme des World Trade Center in New York rasten, eins in das Pentagon in Washington und ein viertes auf einem Feld bei Shanksville (Pennsylvania) explodierte.</p><p> Mit der »Axt«, so erzählte der Pakistaner Chalid Scheich Mohammed amerikanischen Verhörspezialisten, sei sein eigener Plan für einen Anschlag gemeint gewesen: Er habe damals, es war 1996, vorgeschlagen, eine kleine Chartermaschine zu mieten, sie mit Sprengstoff voll zu stopfen und in die Zentrale des amerikanischen Geheimdienstes CIA zu jagen.;Plan für einen Anschlag gemeint gewesen Er;https://www.spiegel.de/politik/operation-heiliger-dienstag-a-51dbf4e9-0002-0001-0000-000028990723
2003;SPIEGEL;anschlag;world trade center;Und »KSM«, wie die US-Fahnder den Namen Scheich Mohammeds intern abkürzen (weil sie Chalid mit K schreiben), war laut FBI schon 1993, beim ersten Anschlag auf das World Trade Center, einer jener Hintermänner, die das Geld für den Kauf des Sprengstoffs aufgetrieben hatten.</p><p> Da war es wohl konsequent, dass die Terror-Familie nach dem aus ihrer Sicht misslungenen Anschlag den Plan, die Amerikaner auf ihrem eigenen Grund und Boden vernichtend zu treffen, nicht aufgab.;1993 beim ersten Anschlag auf das World;https://www.spiegel.de/politik/operation-heiliger-dienstag-a-51dbf4e9-0002-0001-0000-000028990723
2003;SPIEGEL;anschlag;bin laden;Aus einem Anschlag auf den Airport von Los Angeles im Jahr 2000 wurde nichts, weil der Sprengstoffkurier gefasst wurde.</p><p> Doch die Organisation fühlte sich stark genug, es wieder zu versuchen.</p><p> Eine Beratergruppe - ein kleines, neben Bin Laden aus fünf Männern bestehendes Gremium - wog sorgfältig Für und Wider verschiedener Pläne ab.;Aus einem Anschlag auf den Airport;https://www.spiegel.de/politik/operation-heiliger-dienstag-a-51dbf4e9-0002-0001-0000-000028990723
2003;SPIEGEL;angriff;world trade center;Die spanische Polizei schnitt die Gespräche mit - und glaubte dann später, nach dem Angriff auf das World Trade Center, bei »Schakur« habe es sich um einen der Todespiloten gehandelt.</p><p> Doch am 26.;später nach dem Angriff auf das World;https://www.spiegel.de/politik/operation-heiliger-dienstag-a-51dbf4e9-0002-0001-0000-000028990723
2003;SPIEGEL;anschlag;bin laden;Mehr als 35 Minuten dauert seine Erklärung, er sagt Sätze wie: »Ich beschloss, mich auf diesen Weg zu begeben, nachdem die Enkel von Affen und Schweinen, die Juden und Christen, sich an die muslimischen Frauen heranmachten, ihnen ihre Würde nahmen und sie schlugen.«</p><p> Bin Laden lobt den Heldenmut des jungen Kämpfers: »Die Wirkung seiner Tat war wesentlich effizienter als viele Millionen Bücher, die zur Stärkung des Islam geschrieben worden sind.«</p><p> Mit dem Umari-Testament endet der Film, danach folgt ein Hinweis auf weitere Werke aus dem Hause al-Sahab: »Zu unseren Produkten zählt auch ein Band zum Anschlag auf den amerikanischen Zerstörer USS ,Cole'.« Von den Anschlägen auf die US-Botschaften in Nairobi und Daressalam von 1998 exis-tierten, so die Werbung der Terroristen, ebenfalls Videos.</p><p> Man dürfe sich die Qaida-Propagandaabteilung nicht wie eine normale Produktionsfirma mit Büro- und Schneideräumen vorstellen, erklärt der französisch-algerische Journalist und Islamistenkenner Mohammed Sifaoui.;ein Band zum Anschlag auf den amerikanischen;https://www.spiegel.de/politik/affen-und-schweine-a-cfbf614a-0002-0001-0000-000028990724
2003;SPIEGEL;tat;bin laden;Mehr als 35 Minuten dauert seine Erklärung, er sagt Sätze wie: »Ich beschloss, mich auf diesen Weg zu begeben, nachdem die Enkel von Affen und Schweinen, die Juden und Christen, sich an die muslimischen Frauen heranmachten, ihnen ihre Würde nahmen und sie schlugen.«</p><p> Bin Laden lobt den Heldenmut des jungen Kämpfers: »Die Wirkung seiner Tat war wesentlich effizienter als viele Millionen Bücher, die zur Stärkung des Islam geschrieben worden sind.«</p><p> Mit dem Umari-Testament endet der Film, danach folgt ein Hinweis auf weitere Werke aus dem Hause al-Sahab: »Zu unseren Produkten zählt auch ein Band zum Anschlag auf den amerikanischen Zerstörer USS ,Cole'.« Von den Anschlägen auf die US-Botschaften in Nairobi und Daressalam von 1998 exis-tierten, so die Werbung der Terroristen, ebenfalls Videos.</p><p> Man dürfe sich die Qaida-Propagandaabteilung nicht wie eine normale Produktionsfirma mit Büro- und Schneideräumen vorstellen, erklärt der französisch-algerische Journalist und Islamistenkenner Mohammed Sifaoui.;Die Wirkung seiner Tat war wesentlich effizienter;https://www.spiegel.de/politik/affen-und-schweine-a-cfbf614a-0002-0001-0000-000028990724
2003;SPIEGEL;tat;osama bin laden;Mit Hilfe von Informationen aus bislang unveröffentlichten Akten und Gesprächen mit amerikanischen und deutschen Terrorexperten können sie die Vorgeschichte der Anschläge rekonstruieren und schildern, wie Osama Bin Laden und seine Leute bereits seit 1996 die Tat planten und später Hamburger Studenten als Piloten der Todesflugzeuge auswählten.;seit 1996 die Tat planten und später;https://www.spiegel.de/politik/27-oktober-2003-titel-a-9191e0d0-0002-0001-0000-000028990648
2003;SPIEGEL;tat;bin laden;Mit Hilfe von Informationen aus bislang unveröffentlichten Akten und Gesprächen mit amerikanischen und deutschen Terrorexperten können sie die Vorgeschichte der Anschläge rekonstruieren und schildern, wie Osama Bin Laden und seine Leute bereits seit 1996 die Tat planten und später Hamburger Studenten als Piloten der Todesflugzeuge auswählten.;seit 1996 die Tat planten und später;https://www.spiegel.de/politik/27-oktober-2003-titel-a-9191e0d0-0002-0001-0000-000028990648
2003;SPIEGEL;tat;osama bin laden;Schließlich wird der Terrorangriff auf das World Trade Center in dem Video noch kommentiert - Osama Bin Laden persönlich lobt die Tat (Seite 120).</p>;persönlich lobt die Tat Seite 120 p;https://www.spiegel.de/politik/27-oktober-2003-titel-a-9191e0d0-0002-0001-0000-000028990648
2003;SPIEGEL;tat;bin laden;Schließlich wird der Terrorangriff auf das World Trade Center in dem Video noch kommentiert - Osama Bin Laden persönlich lobt die Tat (Seite 120).</p>;persönlich lobt die Tat Seite 120 p;https://www.spiegel.de/politik/27-oktober-2003-titel-a-9191e0d0-0002-0001-0000-000028990648
2003;SPIEGEL;tat;world trade center;Schließlich wird der Terrorangriff auf das World Trade Center in dem Video noch kommentiert - Osama Bin Laden persönlich lobt die Tat (Seite 120).</p>;persönlich lobt die Tat Seite 120 p;https://www.spiegel.de/politik/27-oktober-2003-titel-a-9191e0d0-0002-0001-0000-000028990648
2003;SPIEGEL;anschlag;al-qaida;"11.</p><p> ANSCHLAG I Bei einem Selbstmordattentat der Terrorgruppe al-Qaida auf eine Wohnanlage im saudi-arabischen Riad kommen mindestens 17 Menschen ums Leben; mehr als 120 werden verletzt.</p><p> RECHTSEXTREMISMUS Unbekannte zerstören ein jüdisches Denkmal in Sprockhövel (Nordrhein-Westfalen) in der Nacht vor der Einweihung.</p><p> SONNTAG, 9.";11 p p ANSCHLAG I Bei einem;https://www.spiegel.de/politik/chronik-a-32a7c396-0002-0001-0000-000029212956
2003;SPIEGEL;aktion;al-qaida;Jetzt bezeichneten sie die Attentate von Anfang an als gemeinsame Aktion mit al-Qaida und konnten somit sicher sein, dass das Qaida-Bekenntnis ihren Ruhm nicht etwa schmälern, sondern eher steigern würde.;an als gemeinsame Aktion mit al Qaida;https://www.spiegel.de/politik/der-fromme-weltkrieg-a-2ccf1c37-0002-0001-0000-000029274069
2003;SPIEGEL;anschlag;al-qaida;Der hatte schon nach dem Anschlag auf die Synagogen geschworen: »Ich werde den Terror zertreten, ich schlage mit aller Gewalt zurück.«</p><p> Doch das Netzwerk al-Qaida wird sich auch durch die Racheschwüre des türkischen Regierungschefs kaum beeindrucken lassen.;schon nach dem Anschlag auf die Synagogen;https://www.spiegel.de/politik/der-fromme-weltkrieg-a-2ccf1c37-0002-0001-0000-000029274069
2003;SPIEGEL;attentat;world trade center;Und siehe da, beim Attentat aufs World Trade Center erschien ein Knick in der Kurve der Zufallsstatistik - war die globale Gefühlswallung etwa mächtig genug, die Elektronik zu stören?</p><p> Die Show vergaß zu erwähnen, dass die Apparate auch ihren Willen haben: Oft geschieht Weltbewegendes, und sie lassen sich dennoch nicht beeindrucken.;siehe da beim Attentat aufs World Trade;https://www.spiegel.de/politik/vom-teufel-besessen-a-1b905863-0002-0001-0000-000029274110
2003;SPIEGEL;attentat;al-qaida;Denn diese Themen gehören alle zusammen, auch wenn das wieder ein Tabubruch ist, dies auszusprechen.</p><p> KOBLENZ ROLF ZOBEL</p><p> Sie schreiben das Attentat in Istanbul sofort al-Qaida zu.;Sie schreiben das Attentat in Istanbul sofort;https://www.spiegel.de/politik/immer-wieder-oel-ins-feuer-a-9ffd0fa9-0002-0001-0000-000029341561
2004;SPIEGEL;terrorakt;al-qaida;"Der Terrorakt, der dem Netzwerk al-Qaida zugeschrieben wird, schlug fehl, die Flugkörper sausten nur knapp an der Maschine vorbei.</p><p> Um die Raketen zu täuschen, die auf die Hitze der Triebwerke reagieren, werden verschiedene Strategien verfolgt: Die meisten Systeme, die ursprünglich für Militärmaschinen entwickelt wurden, stoßen so genannte Flares aus; diese Hitzekörper dienen als Phantomziele, die die Waffen von der Maschine weglocken.";Der Terrorakt der dem Netzwerk;https://www.spiegel.de/politik/hitze-fuers-gefecht-a-3dff9e34-0002-0001-0000-000029665565
2004;SPIEGEL;angriff;world trade center;Jährlich sterben so viele New Yorker durch passives Rauchen wie Menschen beim Angriff aufs World Trade Center«, antwortete Bloomberg.;wie Menschen beim Angriff aufs World Trade;https://www.spiegel.de/panorama/raucher-seht-auf-diese-stadt-a-61951a64-0002-0001-0000-000029847356
2004;SPIEGEL;anschlag;twin towers;Wenn sie das nicht dürfen, wenn die Regierung ihnen sagt, was sie zu sagen haben, etwa: »Findet Belege dafür, dass Saddam Terroristen ausbildet, dass er beim Anschlag auf die Twin Towers die Hand im Spiel hatte!« - dann untergräbt man den Sinn der Dienste.</p><p> SPIEGEL: Sie glauben, dass die Geheimdienstberichte »hochgesext« wurden?</p><p> Le Carré: Das steht außer Zweifel, und mittlerweile weiß es die ganze Nation.;dass er beim Anschlag auf die Twin;https://www.spiegel.de/kultur/blair-glaubt-an-die-eigenen-luegen-a-7a6dabc2-0002-0001-0000-000030090535
2004;SPIEGEL;anschlag;osama bin laden;Anfang 1998 hatte der 27-Jährige, der sich als Ex-Leibwächter von Osama Bin Laden ausgibt, behauptet, mehrere Dealer planten einen Anschlag auf zwei Polizisten in Dortmund.;Dealer planten einen Anschlag auf zwei Polizisten;https://www.spiegel.de/politik/kronzeuge-mit-altlasten-a-84872992-0002-0001-0000-000030157992
2004;SPIEGEL;anschlag;bin laden;Anfang 1998 hatte der 27-Jährige, der sich als Ex-Leibwächter von Osama Bin Laden ausgibt, behauptet, mehrere Dealer planten einen Anschlag auf zwei Polizisten in Dortmund.;Dealer planten einen Anschlag auf zwei Polizisten;https://www.spiegel.de/politik/kronzeuge-mit-altlasten-a-84872992-0002-0001-0000-000030157992
2004;SPIEGEL;anschlag;bin laden;War es Bin Laden, werde der Anschlag auch Deutschland vollständig verändern.</p><p> Am vergangenen Freitag wagten Bundesnachrichtendienst und Bundeskriminalamt eine erste Einschätzung: Zwar weiche der Anschlag in »eklatanter Weise« von der üblichen Eta-Methode ab, aber eine Analyse des verwendeten Sprengstoffes zeigte Ähnlichkeiten mit den konventionellen Explosionsmitteln, welche die Terrortruppe bereits früher verwendete.;Laden werde der Anschlag auch Deutschland vollständig;https://www.spiegel.de/politik/krieg-im-herzen-europas-a-ec43a03c-0002-0001-0000-000030220116
2004;SPIEGEL;anschlag;al-qaida;Weil dem von Dschihad-Poetik durchdrungenen Schreiben jegliches Insider-Wissen über den Anschlag fehlte, liegt die Vermutung nahe, dass es sich um Trittbrettfahrer handelt, selbst wenn hinter der geheimnisvollen Brigade tatsächlich al-Qaida stecken sollte.;Wissen über den Anschlag fehlte liegt die;https://www.spiegel.de/politik/krieg-im-herzen-europas-a-ec43a03c-0002-0001-0000-000030220116
2004;SPIEGEL;anschlag;al-qaida;Habe al-Qaida das Inferno angerichtet, erklärte der Mann, der für die Sicherheit der Deutschen verantwortlich ist, in interner Runde, dann sei politisch »die Hölle los«.</p><p> Was wie die Panik des ersten Augenblicks anmutete, ist nur eine nüchterne, von allen Illusionen bereinigte Analyse der Realität.</p><p> Im unbarmherzigen Krieg der Islamisten gibt es seit dem Anschlag von Spanien keinen eindeutigen Frontverlauf mehr.;es seit dem Anschlag von Spanien keinen;https://www.spiegel.de/politik/als-waeret-ihr-im-krieg-a-f4e4f10e-0002-0001-0000-000030300068
2004;SPIEGEL;attentat;al-qaida;Hatte Osama Bin Laden einst nur »Amerikaner und Juden« zu Feinden erklärt, die so genannten Kreuzritter, so ist künftig jedes Land gefährdet, in dem al-Qaida oder von ihr inspirierte Islamisten sich stark genug fühlen, um zuzuschlagen.</p><p> Ist es also bereits so weit, wie der Leiter des Berliner Krisenstabs, Sigurd Peters, fürchtet, dass die Möglichkeit eines Anschlags auch in der deutschen Hauptstadt »sehr realistisch« ist?</p><p> Stellt sich womöglich gar nicht mehr die Frage nach dem Ob, sondern nur noch die, wann und wie ein Attentat erfolgt, wie es der englische Innenminister David Blunkett für die britische Insel fürchtet?</p><p> In der Bundesregierung werden derzeit zwei Theorien diskutiert: Ist die Ablehnung des Irak-Kriegs durch den Bundeskanzler eine Art Versicherungsschein, dass der Terror an den Deutschen vorbeigeht?;und wie ein Attentat erfolgt wie es;https://www.spiegel.de/politik/als-waeret-ihr-im-krieg-a-f4e4f10e-0002-0001-0000-000030300068
2004;SPIEGEL;attentat;osama bin laden;Hatte Osama Bin Laden einst nur »Amerikaner und Juden« zu Feinden erklärt, die so genannten Kreuzritter, so ist künftig jedes Land gefährdet, in dem al-Qaida oder von ihr inspirierte Islamisten sich stark genug fühlen, um zuzuschlagen.</p><p> Ist es also bereits so weit, wie der Leiter des Berliner Krisenstabs, Sigurd Peters, fürchtet, dass die Möglichkeit eines Anschlags auch in der deutschen Hauptstadt »sehr realistisch« ist?</p><p> Stellt sich womöglich gar nicht mehr die Frage nach dem Ob, sondern nur noch die, wann und wie ein Attentat erfolgt, wie es der englische Innenminister David Blunkett für die britische Insel fürchtet?</p><p> In der Bundesregierung werden derzeit zwei Theorien diskutiert: Ist die Ablehnung des Irak-Kriegs durch den Bundeskanzler eine Art Versicherungsschein, dass der Terror an den Deutschen vorbeigeht?;und wie ein Attentat erfolgt wie es;https://www.spiegel.de/politik/als-waeret-ihr-im-krieg-a-f4e4f10e-0002-0001-0000-000030300068
